text,age,age_cat,gender
"Da quando ho scoperto questo sito, ormai parecchi anni fa, lo usa per prenotare le mie vacanze e quelle di alcuni amici, non ho mai avuto , fino ad ora , nessun problema e i molti hotel da me prenotati sono risultati fedeli alle descrizioni, utilissimi a mio avviso i commenti degli utenti",49,25-54,M
è un sito utile e efficiente.,29,25-54,M
"Ho noleggiato un'auto all'aereoporto di Catania per una settimana e tutto quanto concordato alla prenotazione è stato rispettato. Per quanto riguarda il fornitore (Auto Europa/Sicily by Car) l'unica pecca è stata una lunga attesa al desk per la pratica del ritiro (sembra non funzionassero i terminali) ma, forse per ripagarci del tempo perduto o per l'indisponibilità di un veicolo della categoria prenotata, l'addetto ci ha ""omaggiato"" di una vettura di categoria superiore, cosa sicuramente gradita da me e dalla mia famiglia. Nel complesso quindi giudizio molto positivo.",45,25-54,M
"Tutto perfetto, ordinato pagato dopo due gg li peluche erano a casa mia. Bravi!",36,25-54,M
"Da oltre 40 giorni ho venduto la mia vecchia auto ed ho chiesto la revoca della mia Polizza N. 10878141  , ho inviato i documenti necessari per  revoca comprendente tagliandino assicurativo , carta verde  e atto di vendita dell'auto avvenuta il 5 Luglio , l'invio e' avvenuto il 28 Luglio 2013  e il tutto e' stato inviato sia via fax che via raccomandata con ricevuta di ritorno , ricevuta di ritorno a me recapitata in data 01 Agosto 2013 quindi la linear come minimo ha' ricevuto la lettera il giorno prima se non due giorni prima , le telefonate , le mail e i fax di sollecito per il rimborso sono state tantissime ma ad oggi 27 Agosto trovano ancora scuse inutili per rimborsare una polizza pagata meno di due mesi prima , sconsiglio vivamente rapporti con questa societa' , io personalmente ne sono pentito .MAI PIU'",45,25-54,M
"Prima esperienza per me di acquisto da Wiggle (su suggerimento di un'amica). Tutto perfetto, prezzo più basso e ottimo servizio. Voto 10!",42,25-54,M
Ottima azienda veloce e precisa,36,25-54,M
"Ormai da parecchi anni sono abituato ad acquistare quasi solo online, per tutta una serie di motivi. Buona norma, con gli acquisti online, è quello di leggere le recensioni di chi ha acquistato prima. Ho commesso un errore madornale a non farlo prima di scegliere Euronics, fidandomi del marchio della catena, perché hanno dimostrato un'incredibile incompetenza nella gestione degli acquisti online e soprattutto una scorrettezza e una condotta vergognosa che mai mi sarei aspettato. Vado con ordine: faccio l'acquisto, mi arriva l'email di conferma e il giorno dopo la fattura; fin qui tutto ok, se non fosse che il codice di tracking non mi è arrivato, che alla mia email di richiesta non ho mai ricevuto alcuna risposta... e il codice di tracking l'ho ricevuto un'ora dopo aver ricevuto l'oggetto. Se questa non è incompetenza, cos'è? La regola BASE degli acquisti online, per rispetto dell'acquirente, è tenerlo al corrente dello stato della spedizione, perché la gente lavora e non può passare le giornate a casa aspettando l'arrivo del pacco. Il pacco è arrivato in una busta, SENZA alcun imballo di protezione e quindi potete immaginare la condizione della scatola, alla quale uno tutto sommato potrebbe dar poco peso se non fosse che siamo sotto Natale e che si tratta di un regalo. Non è finita: con mia sorpresa e stupore (e qui veniamo alla scorrettezza, ai limiti della truffa) l'imballo interno era strappato e l'oggetto era evidentemente ex esposizione, poiché è COPERTO DA RIGATURE EVIDENTI un po' ovunque e oltretutto era PIENO DI POLVERE sia nelle parti interne che nelle parti esterne. L'oggetto mi è stato spedito da un negozio di Casoria, in provincia di Napoli, che si chiama TUFANO SpA. Bravi Euronics Italia, dalle altre valutazioni desumo che non ve ne freghi nulla perdere i clienti e così avete fatto con me e con gli altri. Una scelta coraggiosa, in questo momento storico. Aggiungo che noto solo ora che nella confezione MANCA LA CUSTODIA. Leggo nelle condizioni di recesso che: Il diritto di recesso decade totalmente qualora il prodotto restituito non sia integro, ovvero: - mancanza o danneggiamento dell'imballo originale - assenza di elementi integranti del prodotto (accessori, cavi, manuali d'istruzione ecc..) - danneggiamento del prodotto per cause diverse dal trasporto Avete capito che brava gente onesta? E ora che faccio, il reso PAGANDO DI TASCA MIA IL CORRIERE e magari per sentirmi dire che la confezione è danneggiata e che manca la custodia?",32,25-54,M
"Gentili, precisi, affidabili. In una parola... perfetti",32,25-54,M
Ottimo servizio. Ottima qualità-prezzo. Rapidissimi nella consegna. Ritornerò senza alcun dubbio ad usufruire i suoi servizi.,34,25-54,M
"ottimo prodotto, ottimo servizio! ottima comunicazione! OTTIMO TUTTO! straconsigliata!",26,25-54,M
Thermaltake Chaser MK-I ATX Spedizione veloce a pochi giorni dal natale pacco ben sigillato ottima comunicazione.,27,25-54,M
Un ottimo sito dove gudagnare punti per pointshop!,25,25-54,M
Pointshop ti permette di guadagnare punti da usare per acquistare qualsiasi prodotto presente nel loro schop. Personalmente ordino sempre carte regalo così posso usarle dove mi pare. Ma la cosa più straordinaria è che non chiedono nemmeno un euro per la spedizione quindi ti arriva tutto a casa senza pagare niente. I punti son facili da gadagnare ma a volte davvero pochi. Forse il miglior modo di accumulare punti è Pointblog nel quale puoi bloggare e ricevere punti nel conto di pointshop. Davvero fantastico,25,25-54,M
"Ho partecipato l'anno scorso ed ho vinto per ben quattro volte,anche se i premi non sono eccezionali,ma sono arrivati. Quest'anno è la prima vittoria,e spero ce ne siano altre. Beh,cosa dire,azienda seria e sincera fino ad ora,continuate così! :D",19,15-24,M
"Non mi è piaciuto come gli altri della catena,ma è pur sempre un sito utile e dove si fanno affari.",19,15-24,M
"pointshop è un sito affidabile nel complesso,ma da un po' mancano dei prodotti importanti...",18,15-24,M
"Perfetti e velocissimi, consigliato! (Y)",26,25-54,M
"Spese spedizione molto oneste e tempi di consegna veloci, azienda seria che sa come rendere soddisfatti i propri clienti.",37,25-54,M
"Pago con bonifico bancario il 04/04/2014 Ritiro il prodotto dal corriere il 10/04/2014 Forse sono stato fortunato, esperienza positiva e penso che riperò!!!",48,25-54,M
Ho effettuato l'ordine il 13/7 e ad oggi il pacco non e' ancora arrivato..non mi e' neanche arrivata l'email per il codice di tracciamento ma l'ordine risulta inviato...non capisco,38,25-54,M
"Secondo acqiusto con loro ,prezzo e velocità unico neo spedizioni con BRT tracciabilità e tempi di consegna approssimativi.",52,25-54,M
Prodotti per tutta la vasta gamma di telefoni e veloci nella spedizione!,20,15-24,M
Ho acquistato una smart TV Samsung da 40 pollici + CAM HD. In 2 giorni dal pagamento avevo l'oggetto perfetto comodamente a casa risparmiando circa 300 euro sui prezzi dei normali negozi di elettronica.,37,25-54,M
"Amici, oggi vi voglio parlare di un ottimo sito che ormai uso da parecchio tempo, esso si chiama pointshop. Questo sito ti permette di accumulare punti, che poi possono essere utilizzati per riscattare bellissini premi. Provatelo e non ve ne pentirete.",31,25-54,M
"Voglio parlarvi di un'esperienza in prima persona con questa azienda: circa una settimana fa, l'alimentatore del mio computer si è rotto e sono stato costretto a richiedere l'rma del prodotto. I tempi previsti erano di circa 30-40 giorni. Mi ero messo l'anima in pace, pensando di dover attendere un'infinità. Nel frattempo (circa il 3-4 giorno dopo l'apertura della pratica) ho mandato un'email chiedendo se fosse possibile sostituire il prodotto con un altro alimentatore più potente, in quanto consigliato su un noto forum italiano. Con grande gentilezza, mi è stato risposto che avrebbero provveduto all'invio del nuovo pezzo in 4-6 giorni. Non credevo ai miei occhi. Puntuali come un orologio svizzero, il quarto giorno mi suona il corriere con il nuovo alimentatore, addirittura senza chiedere la differenza di prezzo tra i due alimentatori. Ora vi sto scrivendo dal computer riparato e perfettamente funzionante.",17,15-24,M
"servizio veramente eccelletne, non ho avuto nessun problema...la macchina era nuovissima e pulita.",24,15-24,M
Trustpilot è davvero un sito  interessante che ti permette di guadagnare dei punti davvero in modo semplice e veloce spendendo pochi minuti svolgendo sondaggi o semplicemente guardando dei siti oppure scaricando dei programmi.,16,15-24,M
Trustpilot è davvero un sito  interessante che ti permette di guadagnare dei punti davvero in modo semplice e veloce spendendo pochi minuti svolgendo sondaggi o semplicemente guardando dei siti oppure scaricando dei programmi.,16,15-24,M
"Tutto perfetto,meritate la mia fiducia alla prossima,Mauro.",43,25-54,M
ho scelto il modello più economico che era disponibile e devo dire che non hanno nulla da invidiare ai prodotti di marche più conosciute.,40,25-54,M
Prodotti di ottima qualità e spedizione ultraveloce (3 giorni),24,15-24,M
Il miglior sito per vincere premi con punti!!! Il numero uno!!!,22,15-24,M
"ho fatto l ordine a redcon , e subito ho ricevuto notizie riguardo l ordine e nel giro di 48 ore è arrivato il prodotto",41,25-54,M
Sono rimasto molto soddisfatto di tutto il processo dalla fase di acquisto alla ricezione della merce. Consiglierei MADE.COM a chiunque.,30,25-54,M
Rapidi e precisi!,32,25-54,M
"Io compro da 3 anni gomme, e mi trovo veramente bene , siete grandi!!.",38,25-54,M
Molto veloce e preciso,31,25-54,M
Ottimo spedizione velocissima e ottima merce,30,25-54,M
"Ho comprato 2 SSD su e.key.it e devo dire che, sia come prezzi che come varietà di listino vi è un'ottima offerta. In particolare ho acquistato un Vertex4 ad un prezzo che usualmente è molto difficoltoso trovare. Consiglio il sito a tutti quelli gli appassionati di tecnologia.",23,15-24,M
"Prima esperienza positiva con e-key.it attirato dai prezzi altamente competitivi. Ho effettuato un ordine per una scheda madre Asrock B85 Pro4 più processore Intel I5 4430. Tempo 48 ore la merce è stata ricevuta tramite corriere Bartolini su cui è stato possibile seguire il tracking online del pacco. Il pacco è arrivato integro, sigillato e ben imballato al suo interno ed è stato possibile effettuare il pagamento tramite contrassegno con un sovvraprezzo di 10 euro. In termini di servizio offerto quindi, un' esperienza completamente positiva. Se proprio devo trovare un fattore in cui non mi son trovato molto bene sul sito web, è la mancanza dei filtri per marca nei vari menù per la ricerca dei prodotti. Tuttavia a questo si può ovviare scrivendo la marca nel campo di ricerca generale anche se con alcune marche (come ad esempio samsung) che producono più categorie di prodotti, bisogno poi andare a spulciare tra i risultati per trovare quello che si desidera.",30,25-54,M
"Tutto Ok per quanto riguarda il servizio in generale tranne che per il corriere che non rispetta affatto i tempi di consegna. Il tracking mi conferma in data 06/05 che la merce è in consegna mentre non viene consegnata affatto, controllando nuovamente il tracking spunta la nota ""DESTINATARIO NON DISPONIBILE PER CHIUSURA SETTIMANALE"", forse sono diventato un salumiere?   sono reperibile tutti i giorni dalle 8 alle 20 di ogni giorno, non è la prima volta che accade con questo corriere, sicuramente danneggia l'immagine della Vs. azienda. Grazie",53,25-54,M
"Sito molto pratico. Spedizione in 48 ore. Materiale e imballi perfetti. Prezzo...il piu basso del web!!! Ottimo, lo consiglio a tutti",31,25-54,M
tutto perfetto,45,25-54,M
"se cercate qualità, affidabilità a prezzi onesti. Sia per mangiare che per prodpotti alimentati (""presidi slow food"" che per lepubblicazioni.",40,25-54,M
efficenza e chiarezza,40,25-54,M
"Ho acquistato congelatore Bosch GSN 40 A 32 il giorno 12 c.m. pagato con Paypal per via della disponibilità immediata (invio immediato), anche perchè si è guastato il mio, dunque avendo letto sul web di redcoon sotto: tempi di consegna ""L’indicazione ""Invio immediato"" indica che il prodotto verrà subito spedito ed, entro 3-4 giorni lavorativi, sarà consegnato presso il Suo domicilio."" ho eseguito quel tipo di pagamento con un aggravio dell'1,95%, quando con bonifico era gratuito. Vi dico solo che oggi 17 settembre mi hanno comunicato che hanno spedito il congelatore solo che posso visualizzare il tracking tra tre giorni, questo perchè probabilmente arriverà dal magazzino della Germania. Ora ... penso che mi rivolgerò all'unione dei consumatori per presentare una denuncia!",49,25-54,M
"Organizzazione molto efficiente nessuna difficoltà per ritiro e riconsegna auto presso l'areoporto di Rodi (Grecia), fornita cartina e indicazioni per raggiungere località di destinazione, conoscenza lingua italiana del personale incaricato. Buon rapporto qualità/prezzo.",47,25-54,M
"Acquisto effettuato il 29 Aprile 2014. Servizio Clienti Contattato via telefono 3 volte e pur apprezzando la gentilezza delle operatrici, non ho avuto certezza della prossima spedizione del prodotto, pur avendo superato i fatidici 5-10 giorni lavorativi. Contattati tramite email, (sconsiglio vivamente l'utilizzo del form interno.. non si ha conferma dell'invio della richiesta), ho ricevuto la classica risposta ""rallentamenti nell'evasione dell'ordine... Le confermiamo che dovrebbe risolversi il tutto in breve tempo... E' la prima volta che mi capita di dover dare un giudizio deludente ad un sito e-commerce.. Attenderò ancora entro la fine della settimana.. poi richiesta di rimborso. Aggiornamento al 23 maggio 2014.. Dell'ordine ancora nessuna nuova.. Dopo la recensione (20 maggio 2014, ore 11.33) mi arriva una email dal servizio clienti, con numero di pratica #RINS1402#  dove si scusano per il lieve rallentamento dell'ordine e che mi contatteranno entro e non oltre le 24-48 ore. L'oltre è ia passato e dell'ordine nessuna nuova.. e la telenovela continua.. Aggiornamento al 12 Giugno 2014. In data 26 maggio ho deciso di chiudere l'ordine e di farmi rimborsare interamente la cifra. Il giorno successivo mi telefonano (per la prima volta!! eccezionale!!!) sul cell e mi comunicano che sono riusciti a contattare il rivenditore e che il prodotto arriverà a breve!!!!. Ebbene, li ho ringraziati ma con tono fermo ho confermato la mia decisione di chiudere l'ordine. Non contenti, il giorno 27 mi reinviano una mail confermandomi che il prodotto e' in arrivo.. replico ringraziando ancora, ma voglio finalmente aperta la pratica di rimborso. Finalmente il 27 mi comunica tramite email che la pratica e' in mano all'ufficio amministrativo.. Sto aspettando i 30 giorni (e questa volta compresi i non lavorativi).. il mio caro amico avvocato e' gia pronto.. Aggiornamento al 30 Giugno 2014. Finalmente Techmania ha mantenuto la parola. Mi hanno rimborsato in  30 giorni.",46,25-54,M
"Expedia è ad onor del vero il miglior sito nel suo genere. Tuttavia ecco alcuni suggerimenti di miglioramento: 1)Nella selezione dei pacchetti Volo +Hotel sarebbe opportuno rendere più diretta la consultabilità dei particolari del volo (al momento per poter controllare gli scali è necessario procedere con SELEZIONA e iniziare la prenotazione). 2)Un numero telefonico di riferimento che sia affidabile, che non sia sempre occupato (anzi, che sia sempre libero!!!) e magari con tariffazioni più contenute. Grazie comunque e complimenti per il servizio offerto. Prof.Dott.Sebastiano de Marco - La Spezia",40,25-54,M
"azienda seria e venditori professionali, tutto ok",31,25-54,M
"Un'ottima azienda, con un click da casa tua puoi richiedere il preventivo e e avviare ogni tipo di ordine e di servizio inerente alla stampa di cd/dvd con un sacco di soluzioni differenti, e continuare a seguire tutto da casa senza dover chiamare nessuno, avere problemi di ogni tipo. Veloce, Facile e Comodo. Oltretutto al miglior prezzo che puoi trovare.",27,25-54,M
ottimo servizio,36,25-54,M
"Per la prima volta mi sono avvalso di volo24. Non ho avuto alcun problema, le istruzioni che mi sono arrivate erano chiare e precise. I miei voli e le procedure di imbarco sono andati perfettamente. Un unico suggerimento, la mia prenotazione è stata un po' complessa, a causa di mie esigenze personali, due biglietti A/R e uno solo di A, forse si potrebbe cercare di concentrare il tutto in un'unica operazione. Grazie Pasquale Aglieco",49,25-54,M
"Ammetto di essere partito un pò scettico nella scelta di questo sito ma mi sono ricreduto in un attimo! Ho acquistato un plasma 50"" PS50C530 della Samsung insieme a poco altro materiale e dopo aver ricevuto il mio bonifico la merce è arrivata dopo 2 giorni!! Ottima comunicazione (rispondono subito) e aggiornamento tempestivo dello stato ordine via email. Straconsigliato!!!",34,25-54,M
"spedizione a 0 euro, correttezza nelle descrizioni, completa nei prodotti di ogni genere. Ma cosa vuoi di piú da un china-shop online? Davvero un ottimo fornitore.",29,25-54,M
Redcoon e ottima qualità velocissime spedizioni ti consiglio a tutti,41,25-54,M
"E' un ottimo sito per guadagnare senza fare fatica, sito molto semplice e intuitivo, lo shop è super fornito e i venditori disponibilissimi, sono rimasto davvero stupito dall'organizzazione davvero ottimo. Lo consiglio a tutti ottimo sito semplice e veloce!!!!",16,15-24,M
Ordinate le gomme sono stati Puntualissimi nella consegna e anche freschissime come data di costruzione. Gommadiretto sito molto valido e serio ...!!!!!,42,25-54,M
"puntuali nel rispondere e nella spedizione nessun problema o ritardo nella merce,ottimo consigliato",30,25-54,M
"Purtroppo le varie agenzie di noleggio hanno sempre qualche sistema per cercare di convincerti a pagare qualche soldo in piu', e bisogna stare molto attenti, ma questo non e' imputabile a eNoleggioauto, che mi e' sempre sembrata molto corretta e mi ha sempre trovato ottimi prezzi e ottime condizioni.",53,25-54,M
"Ottimo servizio, rapidità e serietà",50,25-54,M
