text,age,age_cat,gender
als alle webshops het zo goed doen iss online winkelen nog makkelijker,35,25-54,M
"Babyhuys kent lage prijzen, geen verzendkosten en uitstekende informatieverschaffing. Ik kreeg zelfs een SMS dat mijn bestelling geleverd zou worden. Een aanrader, bestel binnenkort een tweede autostoel, dat wordt zeker weer via Babyhuys.",44,25-54,M
"Heb niet lang hoeven zoeken naar een internetsite die de Yamaha HS50M verkopen. De zoekmachines van Google vinden de Bax-shop ook al de beste in sound, stage en studio materiaal. Vol lof over de snelle levering. De pakketbezorger vindt het een stuk minder leuk om een pakket met de afm. van 80x60x60 van zijn bus naar mijn adres te slepen, maar ook dat is harstikke  leuk om te zien.. Levering     5 sterren Verpakking 5 sterren Gemak        5 sterren Betalingsmogelijkheden 5 sterren Behulpzaamheid via e-mail of telefoon 5 sterren Qua prijs: Keihard als het moet! Qua service: Poeslief als het mag!",34,25-54,M
"Net voor de kerst een Kitchen-Aid besteld en de dag erna al in huis. Top service! Prima prijs, snelle levering, geen verzendkosten! Een tevreden en een nieuwe vaste klant.",47,25-54,M
"ik heb goede ervaringen met deze site, de site is duidelijk en overzichtelijk en producten zijn vaak goedkoopste van de markt.. De levering was vlot en zonder problemen. Ben een tevreden klant van de site. Nog geen aftersales gehad, maar tot nu toe positieve ervaringen. Enige puntje is dat ik vind dat ze hoge kosten vragen voor creditcard..",27,25-54,M
"De BK Q-linair Master 5 delige set besteld voor 299 euro. Snelle levering zonder verzendkosten, geweldig! De pannen bevallen erg goed!",40,25-54,F
Ik ben de Fenix E15 XP-E LED zaklamp gekocht. Werkelijk een kleine krachtpatser voor aan de sleutelbos waar ik zeer tevreden over ben.,37,25-54,M
Ik heb hier al meerdere malen wat gekocht en ik kan niets slechts zeggen over zowel de kwaliteit als de prijs. Gewoon goed!,36,25-54,M
"Prima, geen klachten..:-)",51,25-54,M
"Batteryking.nl doet wat het moet doen. Betaalt met Ideal, volgende dag in huis. :-)",51,25-54,M
"Niks te klagen, is mooi op tijd afgeleverd, goed verzorgd.",27,25-54,F
"Afspraken nakomen, snelle levering...ik zeg perfect!",35,25-54,M
Ben al weken bezig om een levering gedaan te krijgen....,35,25-54,M
Bestelling netjes afgeleverd. Communicatie gaat prima! Miste alleen een tracking nummer.,35,25-54,M
"Besteld op Zondag, Dinsdag geleverd, had er 2 besteld, was er per ongeluk 1 geleverd. Mailtje gestuurd en opgelost. Zo hoort het bedankt!",34,25-54,M
"Zeer nette afhandeling en hele snelle reacties op de vragen. snelle levering, kortom een zaak om vaker te bestellen.",34,25-54,M
"Iets gekocht, prima geleverd...helaas stonden de buitenmaten niet op hun site en het product paste niet bij ons, gemaild netjes geholpen het juiste ontvangen maar na de ontvangst kreeg ik ook een credit omdat het nieuwe product goedkoper was...helaas tot nu toe nog niets mogen horen en/of zien. Gemaild maar het is stil, gebeld ...daar is niemand meer aanwezig...en dit schijnt de importeur te zijn :-( Na mijn beoordeling kreeg ik netjes een mail dat het over is gemaakt.",34,25-54,M
"Snelle verzending en direct een reactie via email, ga zo door!",34,25-54,M
"Hun systeem werkt goed, bij retour snel omgeruild!",33,25-54,M
"Op internet konden we het allemaal niet vinden, even contact gezocht en binnen no-time een reactie. We hebben de producten die ze maken even bekeken in de werkplaats en we hebben hier gelijk de bestelling geplaatst. Levering binnen een week en tussentijds even communiceren is geen probleem en er wordt snel op gereageerd. Kortom dikke pluim:-)",33,25-54,M
"Afgelopen maand een paar schoenen besteld, zaten niet lekker. Gelijk weer anderen besteld...allemaal prima en zeer snel geleverd, maar toen...het eerste paar retour gestuurd. Nu al meerdere keren contact gehad...toen werd er jammer genoeg weer om een ordernummer gevraagd...nu schijnt er op 13 Augustus een credit gemaakt te zijn...het is mij nog steeds niet duidelijk wat er gaat gebeuren of is gebeurd! Vandaag 20-08 een mail gehad met uitleg hoe het verder gaat.....Het is dan nu geregeld.",33,25-54,M
Wat veel bedrijven beloven komt Bedsupply ook na. Kunnen ze nog wat van leren!!!!,44,25-54,F
"Leuk assortiment en leuke prijzen. Als je geluk hebt zoals ik (rond eindjaar) met een korting van 50% is het nog leuker kopen. Bovendien uitstekekende levering, binnen 2 dagen!",51,25-54,F
"Ben je op zoek naar mooie kralen met een leuk prijsje dan moet je hier bij deze webshop zijn. Uitstekende prijzen voor een wat groter aantal, maar als je ze per stuk wilt hebben, hebben ze ook een aparte webshop, nl. ANSCREATIEF.NL. Of als ze de kralen e.d. niet meer bij de ene hebben dan misschien wel bij hun andere webshop en als je dat vermeld dan worden de bestellingen samengevoegd zodat je ,maar 1x verzendkosten hoeft te betalen. Bovendien hebben ze op hun al goede prijzen vaak ook nog opruiming!",51,25-54,F
"Heel mooie kralen kralen, maar bovendien zeer aparte kralen en hangers wat je niet vlug ergens zult zien en ook nog eens uitstekende prijzen. Zeer snelle levering!",51,25-54,F
Erg mooie kralen voor een heel mooi prijsje! Altijd een uitgebreid assortiment en een uitstekende levering.,51,25-54,F
Hele mooie zeepjes voor een hele mooie prijs. Uitstekende levering en service indien nodig!,51,25-54,F
Uitstekende aanbiedingen en super service/levering. Altijd binnen 2 werkdagen binnen en goed contact met klantenservice indien nodig!,51,25-54,F
Bedankt voor de supersnelle levering van de oplader voor een uitstekende prijs!!!,51,25-54,F
Ik ben zeer tevreden over de wijnen van wijnvoordeel.nl. Meestal pik ik er een leuke aanbieding uit. Veelal wel dezelfde. Heb al verschillende familieleden kennis laten maken. Ga vooral zo door.,45,25-54,F
"Al enkele keren besteld bij all over piercings en de service is gewoon SUPER. Snelle levering, en ook zeer snelle feedback als je vragen of ... hebt. Bij een verkeerde bestelling die ik ooit plaatste is ook alles heel snel en vlot opgelost. Dus ik ben een heel tevreden klant en raad al men vrienden aan bij hun te bestellen.",31,25-54,F
"duidelijke site,snelle verwerking van de bestelling en keurige aflevering. Top!",38,25-54,F
"snel levering, goed vepakt en niet teduur, dus drie ker top |(top top top!!!!)",36,25-54,F
"Ik heb mijn bestelling 's avonds gedaan, na 9-en. Toch gewoon de volgende dag geleverd! Ik had het niet verwacht, maar t ging gewoon prima, helemaal niets op aan te merken.",35,25-54,M
Er stond geen plaatje bij de advertentie maar ik wist waar ik naar zocht dus had dat ook niet nodig. Het product kon ik nergens goedkoper vinden op internet en de verzending was erg snel. En de communicatie (bevestiging via mail) was ook erg duidelijk. Echt een aanrader!,24,15-24,M
Aan de kant van XLR zit geen vergrendelknopje waardoor mijn XLR kabel makkelijk uit de studiomonitor valt.,23,15-24,M
"Bestel er al jaren, nog nooit problemen gehad. Scherpe prijs dus erg tevreden.",29,25-54,M
De bestelling werd voor de afgesproken levertijd geleverd. Ook de nalevering was voor de afgesproken levertijd binnen. De service was goed en ook het telefonisch contact was duidelijk en vriendelijk.,54,25-54,F
Bax shop is in raptempo uitgegroeid tot dè webshop op haar marktsegment met prima prijzen service en assortiment. Verzending en afhandeling zijn ook top.,48,25-54,M
"Net als de fysieke winkels biedt MegaGadgets online leuke gadgets op een overzichtelijke manier. Service en levering verloopt precies zoals geadverteerd: snel, ongecompliceerd en volgens afspraak. Tel daarbij op de diverse acties die men regelmatig heeft. Dit maakt MegaGadgets tot de enige serieuze gadgetshop in NL.",46,25-54,M
"Wij bestellen al een paar jaar bij wijnvoordeel. Prima service. Wij hebben een keer een paar flessen met kurkrot gehad, een mailtje gestuurd. Snel antwoord en een schadeloosstelling gehad die met de volgende bestelling verrekend kon worden.",47,25-54,F
Goede verpakking en met 1 werkdag na bestelling verstuurt,47,25-54,F
"Twee leuke koffers gekocht, mooie aanbieding. Heb ze nergens goedkoper kunnen vinden. In de avond besteld en kreeg keurig de volgende dag, tegen de avond, zoals beloofd een mail dat de koffers 'op transport' gingen. Vervolgens op afgesproken tijdstip gratis thuis bezorgd. Kijk dat is wat een mens wil!",44,25-54,F
Ik heb goede ervaringen mee gehad.Ik krijg duidelijke uitleggen van mijn docent.Ik moest ook Nederland leren ik was naar hele dure cursus geweest.Maar dat is alleen geld uitgave.Leren hangt van je zelf af hoe je het doet.Voor mij was NTI de beste keuze om een andere vreemde taal leren.Heel erg blij en trots op mijn ervaringen.,27,25-54,F
"17 februari besteld, 18 februari geleverd! Snelle communicatie.",43,25-54,F
"Webshop is zeer overzichtelijk en bestellen gaat snel en makkelijk. Verzending is ook prima, volgende dag geleverd bij mij. Kan niet anders zeggen dan: Goede betrouwbare webshop!",22,15-24,M
"Heb nu tweemaal iets besteld hier. Als het op voorraad is wordt het ook echt de volgende dag geleverd. Het zit goed verpakt in een stevige kartonnen doos. Heb geen beschadigingen gehad. De site ziet er ook netjes uit en werkt gemakkelijk. Misschien dat de zoekmachine nog verbeterd kan worden, want die werkt volgens mij nog niet helemaal goed.",21,15-24,M
Ik stond versteld van de snelheid waarmee mijn bestelling geleverd werd. 's avonds rond 21.00 besteld en de andere avond al in huis. Super!!!!!!,40,25-54,F
Deze pipetjes zijn heel handig toe te dienen bij je huisdier;,46,25-54,M
Ik had een nieuwe nokia lumia 800 besteld samen met een verlenging van mijn tmobile-abbo. Daar er in een lumia een micro-sim moest; werd deze  bijgeleverd. Op mail werd goed en snel gereageerd. Werd de eerste afleverpoging gebeld dat het later werd; omdat dat op mijn werk niet uitkwam werd hij de volgende morgen geleverd. alles werd gechecked en gefotografeerd voor de zekerheid; goede zaak!,42,25-54,M
Ben er heel erg tevreden over! Erg handig en zo in huis! Ideaal zo,29,25-54,F
"Bij viadennis.nl een adapter besteld voor mijn MBP, binnen 3 dagen lag hij al op de mat en werkt uitstekend. Zeer snelle afhandeling met een erg voordelige prijs. Viadennis zal mij zeker vaker terugzien!",21,15-24,M
"Bestelling voor 10 uur plaatsen en de volgende dag afhalen op het postkantoor is voor elke webshop een geweldige feature, en Bax doet daar gelukkig volop aan mee. Verder blijft de shop ongeëvenaard als het om pro-audio producten gaat.",24,15-24,M
Als je een muur hebt die erg veel vocht intrekt. Dan 2tot 3 keer nat maken. Bij ons lieten de 1e banen een stuk los omdat wij dat niet wisten. Opnieuw nat maken en vast maken werkte niet. Mijn man heeft toen houtlijm! verdund en dat plakte perfect. Verder zeer tevreden over ons fotobehang!,53,25-54,F
Ik vind dit een goede oplossing werkt snel en makkelijk,28,25-54,M
Altijd een snelle levering maximaal 2 dagen en het is ook altijd netjes verpakt. Tot nu toe nog geen 1 keer iets verkeer of kapot gekregen.,29,25-54,M
Easy2Order.nl biedt echt een supergoede en supersnelle service aan. Ze houden je goed op de hoogte wat betreft je bestelling/levering. En alles wordt keurig en heel snel bezorgd. Echt een aanrader. TOP!!,39,25-54,F
Via Webprint had ik een XL fotoboek gemaakt als verrassing voor mijn ouders die 40 jaar getrouwd waren. Het is erg makkelijk om een fotoboek naar eigen smaak te maken. Veel opties/keuzes. Zo kun je het album personaliseren. De kwaliteit is super en de levering is snel. En Webprint was ook nog eens de goedkoopste. Echt een aanrader dus. Mijn ouders vonden het album fantastisch. De volgende keer bestel ik weer alles via Webprint want dat is mij zeer goed bevallen.,38,25-54,F
"snelle levering, zag er prima uit allemaal. Binnen twee dagen hing de poster ingelijst en al in de gang. Helemaal super.",48,25-54,F
Voor onze feesten laten we onze flyers ontwerpen en drukken bij Drukland.nl Altijd top ontwerpen en goede kwaliteit drukwerk. Drukland.nl blijft ons vaste adres voor onze flyers. Team Happiness Events,46,25-54,M
"Bij andere bedrijven ging er altijd iets mis met mijn bestellingen , sinds ik aan flyerzone begonnen was was alles gemakelijker en snel, geweldige customer service en geweldig kwalitijd! een echte aanrader!!",22,15-24,M
Zeker de moeite waar om site te bekijken en te bestellen...,52,25-54,F
"Na levering kwam het pakketje aan, waar één van de twee producten goed was, maar de andere beschadigd. Ik heb een berichtje gestuurd naar de klachtenservice, maar kreeg nooit een reacie. Erg jammer, zeker omdat het maar om een klein iets ging. Wat een manier om de ware aard achter een bedrijf te tonen, ik had meer verwacht.",32,25-54,M
"had twee wiggle boarden besteld voor de dochters, zouden weer leverbaar zijn vanaf 8 dec. had ze echter al op 5 dec in huis. Zien er prima uit en de kinderen zijn super tevreden. Heb al doorverwezen naar vrienden die er ook 1 willen. kom zeker vaker kijken",38,25-54,F
"Als eerste word je belazerd, wat betreft montagekosten. Op site staat dat het inbegrepen is, maar dat is niet het geval. Er wordt bedoeld montage van band op velg, maar dat is dus niet duidelijk aangegeven. Extra kosten (in mijn geval): 60 euro!! Verder krijg ik een week na de bestelling een telefoontje om de creditcard gegevens te checken...en vervolgens mag ik nog zo'n 3 weken wachten totdat de banden bij de 'montage partner' zijn. Uiteindelijk moet ik ook zelf bellen of de banden er daadwerkelijk zijn. Verder is de communicatie met de klantenservice gebrekkig en soms echt asociaal. Medewerker wilde niet naar me luisteren en hing daarom gewoon de telefoon op.",32,25-54,M
"na de keus voor twee matrassen (RHF25 De Luxe medium en een  RHF25 Evolution extra firm) te hebben gemaakt met hulp van advies van RHF zijn de matrassen netjes op onze slaapkamer afgeleved. Nadat de proeftijd bijna verstreken was, heb ik toch besloten om voor een zachtere variant te gaan. Word me nog wel even meegedeeld dat de proeftijd nog niet helemaal verstreken is. Deze mag volledig benut worden. De RHF25 De Luxe soft versie wordt ook netjes boven geleverd en hoes wordt verwisseld. Resultaat is nog beter slapen dan ik al deed op de medium versie. Ben gewoon super blij met de gedane aankoop. De service is ook heel goed. Ruilen, niet morren als leverancier maar gewoon zorgen dat de klant een produkt koopt waar deze ook volledig tevreden mee is. Gewoon super.",43,25-54,F
"Voor de woonkamer 4 stuks Multi Weaves besteld. Binnen 2 weken al geleverd en paste perfect. Mooie kwaliteit ook. Telefonisch hulp gehad voor de maten. Er werd goed mee gedacht. Jammer genoeg hing 1 gordijn niet strak. Na het zenden van een foto bericht gehad dat we een nieuwe zouden krijgen, welke gisteren al geleverd is. Nu is het hele perfect! Wat een super service!",37,25-54,F
Zoals ik gewend ben bij bax-shop stond de bestelling binnen 24 uur op de stoep. De optie om het pakket te laten bezorgen bij een postkantoor is ook zeer handig voor mensen die overdag werken. De producten voldoen aan de beschrijving zoals op de website stond vermeld. Er zat zelfs een extra dmx kabel bij één van de lampen. De producten zijn goed verpakt. Kortom zeer tevreden!,26,25-54,M
"CA leverde mij eerst een verkeerd product, maar na één telefoontje en een welgemeend excuus had ik de volgende dag het juiste product in huis. Omdat dit op een goede manier werd opgepakt heb ik het andere product retour gestuurd - hiervoor werd ook een sticker aangeleverd. Kortom, uiteindelijk een zeer tevreden klant en ik ga zeker nog een keer bestellen.",30,25-54,M
"Het geleverde product was naar verwachting: zag er goed uit. De levering was sneller dan verwacht (ook al had ik spoedbezorging aangegeven, toch afwachten). De website ziet er prettig uit en is userfriendly. Betaling ging gemakkelijk en de mail achteraf over tevredenheid is een goede zet. Kortom: een goede ervaring met simplycolors.nl en ik zal vast en zeker voor enige goede mond -tot mondreclame zorgen.",28,25-54,M
Om 18:15 uur besteld en om 18:30 uur ging de bel al! Helemaal top. Eten was goed warm en lekker!,31,25-54,M
"De Sennheiser HD 25 II studio- en DJ hoofdtelefoon besteld, voor 22:00 uur via Bax-shop en dezelfde avond nog berichtgeving over de bestelling. De koptelefoon de volgende dag keurig netjes ontvangen. Ik heb vooraf vele reviews gelezen over deze koptelefoon en toen het besluit genomen. Door de prettige afhandeling via deze shop heb ik de website direct getipt aan een collega. De koptelefoon is overigens ook geen miskoop geweest! Een zeer goede geluidskwaliteit. Aanrader!",30,25-54,M
"Nadat wij te horen kregen dat een product als backorder werd gezet (in plaats van 2-5 werkdagen) moest ik zelf initiatief nemen om een nieuwe mogelijke zendtijd te verhalen. Volgens de medewerker zou ik hem pas dinsdag na het weekend krijgen, echter was het pakketje er op zaterdag al. Desalniettemin 2 weken gewacht terwijl op de productpagina niets stond over de lastige verzending van het product (de status bleef staan op 2-5 werkdagen). Wel erg goed verpakt met veel van dat plastic ertussen.",19,15-24,M
"Alles ging prima, zoals ik het graag wilden hebben. Dus heb niets op te merken.",32,25-54,F
"Dit was voor ons de eerste keer dat wij voor een kinderwagen gingen winkelen. Eerder die dag zijn wij bij de babydump geweest omdat deze winkel dichter bij was. Dit beviel ons helemaal niet, en ik ben daar bijna huilend (hormonen) de winkel uit gegaan. Het was chaotisch slechte service en daardoor erg overweldigend. Later die middag zijn we toch ook nog naar Veldhoven gereden om, na aanraden van een vriendin, eens bij BabyPark te gaan kijken. Wat een prachtige winkel!!! Meteen werden wij buitengewoon vriendelijk aangesproken en werd er een jonge dame met ons mee gestuurd om ons te helpen in onze keuze. Al snel vonden wij de perfecte kinderwagen, maxicosi en toebehoren. Tijdens het afhandelen van de bestelling werden wij getrakteerd op een heerlijk kopje thee en koffie. Alles bij elkaar een hele fijne shop ervaring. Natuurlijk hebben wij nog veel meer mooie spullen gezien en gaan we dus zeker nog een keertje terug!! Het is al zo veel wat op je af komt als je zwanger bent, en dan is het zo fijn om geholpen te worden in zo een fijne, mooie en rustgevende winkel. Ook de verkoopster krijgt van mij een 10!!",31,25-54,F
"Vorige week woensdag CDM lampen gekocht via Lampdirect.nl. Levering had ik de volgende dag al in huis, ook makkelijk dat ze telefonisch goed bereikbaar zijn en me makkelijk aan de juiste lamp konden helpen",24,15-24,M
zoals gewend goede (snelle) afhandeling,49,25-54,M
"Een onderdeel van mijn lader op zonne-energie was na een half jaar kapot gegaan. Toen ik ze hierover mailde kreeg ik binnen een werkdag reactie dat ze een vervangend onderdeel zouden toesturen. Geen gemiep over garantieperiodes, twee dagen later lag het onderdeel zonder kosten in mijn brievenbus.",24,15-24,M
"Ik had een draadloze router besteld met vier poorten en een antenne. In plaats daarvan ontving ik de Nano-editie van de router, een kleiner model met slechts 1 poort en geen antenne dat 5 euro duurder was dan het standaard model. Toen ik hier een review over schreef nam de klantenservice direct contact met me op dat ik het product probleemloos kon omruilen als ik dat wilde.",24,15-24,M
Ik kocht een VGA verlengkabel. Deze gaf echter altijd een 4:3-signaal door waar mijn breedbeeldbeamer niet mee om kon gaan. Nadat ik het probleem had uitgelegd kreeeg ik kostenloos een duurdere en kwalitatief betere kabel toegestuurd waarmee de problemen waren opgelost. Binnen enkele uren had ik een reactie van de klantenservice en de volgende dag werd de kabel bezorgd.,24,15-24,M
"HubHub was de goedkoopste (telde voor ons ook zwaar mee in onze beslissing) en naar onze mening één van de beste. Alle afspraken keurig nagekomen. Net personeel (zowel op kantoor als op het transport). Kortom, de volgende keer als wij weer iets willen laten vervoeren zullen wij zeker weer voor deze firma kiezen.",44,25-54,F
"Ondank dat het een internetwinkel betreft, heeft Bax een perfecte afdeling Klantenservice ! Had nog nooit eerder een bestelling geplaatst bij Bax en heb eerst telefonisch contact opgenomen (betreffende een hoofdtelefoon Dr. Dre Studio Beats). Robert van de afdeling klantenservice heeft mijn bestelling telefonisch genoteerd en mij een IDEAL-betaalverzoek toegezonden per mail. Alles werd binnen 24 uur geregeld en geleverd. Ben zeer tevreden en zal een volgende keer zeker weer terug komen bij Bax ! Nogmaals bedankt !",44,25-54,F
"Heb vandaag net m'n bestelling weer binnen gekregen 3mokken en een foto op aluminium ,de kinderen waren weer lekker verbaast en blij met hun eigen mok met foto. Ook moeders kon het zeer waarderen. De foto met de honden komt ook zeer goed uit op het aluminium. Ik kan je het ten zeerste aanraden om dat ook eens een keer te doen, is erg leuk. vriendelijke groet rein",47,25-54,M
website is zeer duidelijk en overzichtelijk bestellen gaat gemakkelijk en wordt zeer vlot geleverd ook is het wel makkelijk dat je je produkt kan volgen,44,25-54,M
Door een paar klikken je bestelling in huis op een snelle wijze. Tevens is het betalen via factuur ook een pré voor ons.,49,25-54,M
Van iedere bestelling die ik tot nu to eg eplaats heb bij dit bdrijf kan ik niet meer dan 100% mijn teverdenheid uiten De voorraad is up to date de leveringen is supersnel en de klantrenservice is subliem. kortom : Top WInkel Gr Hans van Paassen Den Haag,29,25-54,M
"Ik heb Dinsdag 1 januari UFC 3 Undisputed bestelt, maar nog steeds niks ontvangen. Ditzelfde geld voor een vriend van mij. Duurt nu wel erg lang... Denk niet dat ik hier nog vaker iets bestel.",18,15-24,M
"Een dikke 10!! Mijn favoriet is echt Eternity, en het is soms niet voorradig, het is dan ook een zeer gewilde geur, en dan krijg je als het niet meteen leverbaar is, altijd direct en mail dat de zending wat vertraging oploopt!! Ook bestel ik nog andere geuren, en het is altijd feest als de pakketdienst met mijn bestelling is geweest!! Super!! :)",39,25-54,F
"Hallo Omoda, zoals altijd ben ik nu weer zeer tevreden over jullie!! Thnx!! Groetjes, Chantal. :)",39,25-54,F
"Al enkele keren wat besteld bij Bax-shop. Eén keer meegemaakt dat een deel van de bestelling niet voorradig was (wat ik overigens van tevoren wist, omdat het op de productpagina stond aangegeven). Die werden gewoon nagezonden terwijl de overige producten gewoon de volgende dag werden geleverd. Heb bij andere webshops wel eens meegemaakt dat alle producten werden vastgehouden totdat alles in één keer konden worden verzonden. Alle overige keren had ik de producten de volgende dag in huis. De producten worden degelijk en met zorg verpakt en via de track/trace code kun je je bestelling volgen.",53,25-54,F
zoekende naar de goedkoopste en snelst geleverd kwam ik direct op de site van de keukenloods.nl Het snelle leveren en niet te lang te hoeven wachten was voor mij een hele fijne ervaring afspraken nakomen daar kunnen anderen nog een puntje aanzuigen. Ik beveel ze iedereen aan en zal zelf zeker de volgende keer weer eerst op de keukenloods.nl kijken en met deze ervaring achter de rug zeker daar ook weer bestellen' Nog onzeker om hier te bestellen? Zeker doen u zal er geen spijt van krijgen.,47,25-54,M
"Jeansonline heeft een super leuke collectie aan merken kleding voor zowel mijzelf als mijn vriend. Had 's avonds besteld en de volgende ochtend m'n bestelling al in huis. Super snel dus! En een heel vriendelijk registratie systeem, dus geen moeilijk gedoe! Eén artikel was niet meer op voorraad en daarvan kreeg ik ook direct een mail ter bevestiging. Is ook direct netjes afgehandeld door de klantenservice die je gratis kan bellen én in het weekend geopend is. All in all: een goede en leuke webwinkel!",35,25-54,F
Deze dag heb ik veel praktische tips gekregen die ik meteen de volgende dag toe kon passen!,32,25-54,F
"Prima solide bedrijf, ik bestel er jaren mijn spullen, van grote geluidssets tot kleine pluggen en kabels. Altijd alles netjes en op tijd afgeleverd. Mocht er eens iets niet op voorraad zijn, dan wordt dit netjes vermeld. Kortom een aanrader. Peter Hak Discoshow.nl",42,25-54,M
"He hallo, wil je even inlichten dat als je een lekker voordelig geurtje voor jezelf wilt of als je een leuk cadeautje zoekt kijk dan eens op de site van Parfum Outlet! Je zult verbaasd staan van het geweldige aanbod EN de voordelige prijzen! Ze leveren accuraat en snel. Hoor graag je mening! Groet, An",51,25-54,F
Ruime keuze goedekwaliteit en kwantiteit nette bezorging Prima,48,25-54,M
"Vorige week weer een vertrouwde Samsonite koffer gekocht. Een keer een ander merk geprobeerd maar die beviel niet. Steeds problemen mee gehad, maar altijd netje door Travelbag opgelost. Probleem ligt bij de fabrikant, waar Travelbag natuurlijk niks aan kan doen. Er was nu een goede actie dus gewoon weer terug bij het beste merk op gebied van koffers. Geleverd door de beste koffer/tassen leverancier in Nederland. Bedankt voor de snelle en correcte service!",32,25-54,F
Leveren snel voor een goede prijs. Het bestellen gaat via de site eenvoudig en de levering wordt vlot behandeld. Zal hier zeker meer gaan bestellen.,32,25-54,F
Gewoon de simpelheid en kwaliteit van een perfecte webwinkel!,30,25-54,F
"Er ging iets fout bij de bestellilng, maar dat werd zeer goed opgelost. En alles werd op de juiste datum afgeleverd. Top!",19,15-24,M
"Uit eerdere ervaringen van vrienden en kennissen, besloten wij voor onze dochter ook eens te kijken bij Babypark. Wat een groot assortiment hebben ze daar! Helaas waren wij zeer beperkt met de keuze van het bed, maar gelukkig hebben we een keuze kunnen maken. De service met het bestellen was zeer prettig. We werden goed geholpen met het plaatsen van onze bestelling. Wij hebben er voor gekozen om onze bestelling zelf op te halen in Gouda. De persoon die onze bestelling opnam, was hier weer bij aanwezig. Dit geeft je toch een gevoel dat je als klant wordt gewaardeerd!. Ga zo door en we zullen zeker nog eens langs komen voor iets anders!",31,25-54,F
Ik bestel elke tattoo die ik echt wil laten zetten eerst bij faketattoo.nl. ze zien er super uit en ik kan direct zien of het een goed idee is. De service is snel en de tattoos zien en verbluffend echt uit! Ik vind het de shit,29,25-54,M
"Goedkope poppetjes, veel keus en snelle bezorging",28,25-54,M
