text,age,age_cat,gender
"Ich habe sehr lange auf meine Bestellung warten müssen. Obwohl im Shop die von mir bestellten Stoffe mit lieferbar in 3-5 Tagen gekennzeichnet waren, würde der Versand meiner Bestellung immer wieder verzögert, da angeblich erst der Zwischenlieferant nachbestellen musste; und anscheinend wurde der über längere Zeit nicht beliefert. Auch während meiner Wartezeit waren die Stoffe im Shop als lieferbar gekennzeichnet. Schon komisch. Warum ändert man dort den Status nicht? Nachtrag nach zweiter Stoffbestellung: Auch dieses Mal dasselbe Bild. Stoffe bei Bestellung alle lieferbar und jetzt warte ich wieder bereits seit 4 Wochen auf meine Bestellung! Warum ist es nicht möglich den aktuellen Lagerstatus aktuell auf der Webseite zu halten? Sollte doch mit den heutigen Warenwirtschaftssystemen kein Problem mehr sein! Nachtrag zur zweiten Bestellung: Nachdem nach zwei Monaten immer noch nicht geliefert wurde und in der Zwischenzeit immer wieder andere Stoffe nicht mehr lieferbar waren, habe ich storniert. Die Bestätigung der Stornierung traf dann zwei (!) Wochen nach dem Stornierungsauftrag ein. Einfach nur unmöglich! Hätten sie am Anfang direkt die lagernden Stoffe für mich zusammengestellt und nur noch auf die Nachlieferung gewartet, hätte ich nach zwei Wochen alles gehabt, aber so? Die Stoffe sind zwar günstig, aber ob das die lange Wartezeiten rechtfertigt?",30,25-54,F
"Das Sortiment des Shops an sich ist für mich soweit uninteressant, als dass ich mich nicht für das Jagen interessiere. Die Preise für Wanderschuhe lagen allerdings deutlich unter den üblichen Marktpreisen, weshalb ich hier kaufte. Eine Woche nach der Bestellung ohne Lieferung fragte ich nach, wann der Versand erfolgen würde. Also Antwort erhielt ich innerhalb eines Tages eine Email, in der ich mit Vornamen angesprochen und geduzt wurde - das empfand ich als unangebracht und sehr unprofessionell! 3 Tage später war die Sendung dann auch endlich angekommen. Wenn es nicht eilig ist, zu empfehlen.",30,25-54,F
"Einmal und nie nie wieder! Zum Zeitpunkt der Bestellung war der Artikel laut Webseite verfügbar (und dies war auch die nächsten Wochen so): Von den drei Punkten der Anzeige war der rechte grün und alle andere transparent - aufgrund meiner bisherigen Onlineshopping-Erfahrung heißt dies ""Ware in geringer Stückzahl auf Lager"". Zudem sollte die Lieferzeit 2-5 Tage betragen. Das klang ok, also bestellt. Nun am besten im Überblick: 1. Woche: Mo: Bestellt Di: Bestätigung des Geldeinganges der Vorauskasse Fr: Nachfrage meinerseits, wann denn verschickt wird, da ja Geld da war und Ware ja scheinbar auf Lager. Antwort am selben Tag: Ware nicht auf Lager !??? Angeblich hat Lieferant den Liefertermin nicht eingehalten; neuer Liefertermin Ende der darauf folgenden Woche 2. Woche: Fr: Automatische Email, dass meine Sendung das Lager verlassen hätte und eine persönliche mit der Information, dass die Sendung an DHL übergeben (!!) worden ist 3. Woche: Mo: Erhalt einer neuen automatischen Email mit einem DHL Tracking-Code - es passierte aber nichts! Do: da bisher weder unter dem Tracking etwas zu sehen war noch DHL bei mir klingelte, fragte ich nochmal nach und ""meine bestellte Ware ist derzeit nicht auf Lager"" ??? Wie kann das sein, wenn sie mir bereits als versendet gemeldet wurde? 4. Woche: Di: Endlich passiert was im Tracking-Status: Die Sendung wurde abgeholt! Seltsam, da bereits angeblich 1,5 Wochen zuvor versendet wurde Mi: Ankunft der Sendung Zu dem verzögertem Versand kommen noch deren seltsame Ansichten, dass man im Shop Artikel, die momentan nicht auf Lager sondern nur im Zulauf sind, nicht so kennzeichnen muss. Der Kunde kann sich dann aber auf eventuell längere Lieferzeiten einstellen. Andere Online-Shops verwenden doch auch den Status ""Im Zulauf"" - also machbar! Über die chaotischen Verhältnisse des Shops mag sich jeder sein eigenes Urteil bilden. ich werde dort jedenfalls nie wieder einkaufen und werde jedem davon abraten, der nicht ewig lange auf seine Bestellung warten will. Zudem eine Frechheit, dass dieser Shop als trustedEshop bewertet ist!",30,25-54,F
"Ich bin auf den Shop aufmerksam geworden, weil sie meinen gewünschten Drucker am günstigsten anboten und zudem noch ein trusted eshop sind. Also dort bestellt. Leider ist eine gebührenfreie Zahlung nur mit Vorkasse möglich. Zwar bevorzuge ich im Onlinekauf - vor allem bei mir bis dahin unbekannten Shops - Kreditkartenzahlung, aber bei dem Betrag bin ich das Risiko mal eingegangen. Am nächsten Tag kam dann auch schon die Bestätigung des Geldeingangs. Super fand die die Möglichkeit, meine Bestellung noch zu ergänzen. So konnte ich das für den Drucker benötigte Netzwerkkabel noch nachbestellen :-). Da der Drucker vom Shop sowieso erst vom Hersteller/Großhändler geordert wurde und noch nicht eingetroffen war, brachte diese Bestelländerung wohl auch keine Zeitverzögerung mit sich. Allerdings ist der genannte Punkt, dass der Drucker beim Shop nicht auf Lager war und erst bestellt wurde, ein kleiner Wehmutstropfen, da andere Shops den Käufer mit super schnellen Lieferzeiten von 1-2 Tagen verwöhnen und die Messlatte dadurch sehr hoch setzen. Und bei mir als Kunden eine Erwartungshaltung schüren, die dann schon nach wenigen Tagen in leichte Ungeduld umschwenkt, wann denn nun endlich die Bestellung eintrifft...",29,25-54,F
"Ich habe schon häufiger bei McTrek bestellt. Teilweise auch Restbestände, von denen dann nicht immer alle lieferbar waren - ok, kann ich verstehen, wenn die Läden im Prinzip das Lager sind. Denn wenn ich das Produkt online bestelle, rennt ja in dem Laden nicht sofort jemand los und sucht danach. Das passiert wahrscheinlich nur hin und wieder am Tag, wenn es der Kundenstrom zulässt. So kann dann das Produkt bereits verkauft sein, wenn meine Bestellung abgearbeitet wird. Auch habe ich bereits zweimal direkten Kontakt (einmal telefonisch, einmal per Email) mit denen gehabt und immer schnell und freundlich gewesen. Allerdings bin ich mit der aktuell laufenden Bestellung extrem unzufrieden. Vor zwei Wochen bestellt, vor einer Woche kam ein Teil der Lieferung an, aber mit Beschädigung. Bis jetzt hat mir niemand auf meine Email geantwortet noch habe ich telefonisch jemanden erreicht. Ich werde jetzt wohl mal bei diversen Filialen anrufen und versuchen, so etwas zu erreichen. Ein Posten meiner Bestellung wurde bisher auch noch nicht abgearbeitet. So etwas habe ich noch nie bei dem Shop erlebt....",29,25-54,F
Was wünscht man sich mehr. Einfach nur Prima,39,25-54,M
"Eine wirklich Top Firma bester Service und schnelle Lieferung der Ersatzteile. Die teile haben eine super Qualität und passgenauigkeit, zu einem echt unschlagbarem preis. Vielen dank nochmal für alles. Mfg, Markus M.",41,25-54,M
Super schneller Versand! Der Tennisschläger ist echt TOP! Kann Tennisplanet.de nur empfehlen!,21,15-24,M
Sehr schneller Versand. Ware wie beschrieben. Jederzeit gern wieder!,49,25-54,M
"Das Preis-/Leistungsangebot stimmt, so lange man nicht versucht mit dem Handy über Base ins Internet zu kommen. Für den Fall, dass man tatsächlich ein Netz bekommt ist es laaaaaaangsam. Deshalb wird mein nächster Vertrag kein Base-Vertrag mehr sein, auch wenn ich mit dem restlichen Angebot zufrieden bin.",38,25-54,M
Ich suchte und fand den fehlenden Treiber für mein Lenovo Notebook in weniger als 60 Sekunden. Das finde ich vorbildlich und bin mit dem gerät und der Internetseite sehr zufrieden.,38,25-54,M
"Ohne Java kein Bildupload, ohne Bildupload keine Fotoentwicklung. So einfach kann man Kunden das Leben schwer machen. Die Upload-Funktion lies sich weder in Firefox 4 noch mit dem IE 9 überlisten, erst die etwas unauffälligere Ersatzfunktion brachte unsere Fotos tatsächlich ans Ziel. Vielleicht bin ich mit meinem Wunsch 3 Bilder in 20 x 30 cm auszudrucken eine Ausnahme, aber irgendwie sollte man die Funktionalität hier vielleicht noch vereinfachen.",38,25-54,M
"Ich war bereits Ebase Kunde gewesen, bevor ich auf das Fondvermittlung24 Angebot aufmerksam wurde. Nach einem Vermittlerwechsel zu Fondvermittlung24 erhalte ich jetzt 100% Rabatt auf alle meine Fondkäufe und bekomme noch dazu die Depotgebühren erstattet.",38,25-54,M
Kann nur sagen einfach super.Sehr schnelle Lieferung.Einfach klasse.Weiter so!!!,34,25-54,F
AlleBestellungen sind zu unserer vollen Zufriedenheit abgewickelt worden,47,25-54,M
das war nun meine 2. buchung mit hostekbookers . nachdem die 1. buchung super geklappt hat bin ich zum wiederholungstäter geworden - alles ist sehr übersichtlich und klappt schnell . . .  was will man mehr . . .,48,25-54,F
- Genialer Shopp wen man Tamiya Produkte benötigt - Faire Preise - Übersichtlicher IE Shopp - Grosses vollständiges Sortiment Jeder zeit wieder … :-)) (Bestellnummer 20776BN),34,25-54,M
"Alles Super, es ging Super schnell und ohne Probleme. Ware war auch in Ordnung, bestelle gerne wieder bei Mindfactory um nicht zu sagen in Zukunft bevorzugt, wenn es nicht über meine Firma günstiger geht (Arbeite in einem Systemehaus), aber in diesem Fall war Mf einfach günstiger ;)",28,25-54,M
"Habe 5 Tage auf den Key gewartet, nachdem ich dann storniert habe und woanders gekauft kam das Game einen Tag später. 5 e-Mails und 1 Livechat Anfrage blieben ohne Antwort. Warte noch heute auf mein Geld. Sehr schade das es solche Verkäufer gibt denen die Kunden derart am Ar.. vorbeigehen.",30,25-54,M
"Alles bestens , jederzeit wieder.",46,25-54,M
"Ich bin wirklich zufrieden, super preis und Key gab es pünktlich zum Preload :) auch wenn der Support im schlechten Google übersetzter Englisch antworten - war in dem fall nicht hilfreich sonst alles spitze",20,15-24,M
"Hugendubel braucht 48 Stunden (!), um mir am Heiligabend mitzuteilen, dass keine meiner Weihnachtsbestellungen vorraetig ist.",41,25-54,M
Habe mir eine neue Bohrmaschine gegönnt - Elektroshop Wagner hatte den besten Preis und auch einen super Service - Ware war sehr schnell geliefert mit DPD und der Kontakt mit dem Kundenservice per Mail und Telefon war überragent gut. Macht weiter so ! Gern bestell ich wieder bei dennen.,35,25-54,M
"Zugegeben - bei google schnell einen Begriff eingeben und schon wird man fündig - zumindest bekommt man einen Wust an Links zu Seiten, die nicht immer zufriedenstellend und aussagekräftig sind. Auffällig ist aber, dass häufig wikipedia ganz oben in den Suchergebnissen steht - und ja, da gibt es die wirklich gut gebündelten Infos - meist mit Bildern, weiterführenden Links & Co. Ich greife oft darauf zurück und bin froh, dass sich Leute Mühe machen, Informationen für die Allgemeinheit in solcher Art und Weise zur Verfügung zu stellen.",30,25-54,F
"Das einzigst negative, was ich über dawanda sagen kann, ist, dass es dort zuviele Produkte gibt und ich mich nie entscheiden kann :) Klasse Shopidee - so werden Privatleute, Hobbybastler und Jungunternehmen gleichermaßen geföredert, Otto-Nrmal-Verbraucher bekommt individuelle Sachen und dawanda gibt sogar noch viele ZUsatzinfos, die auch einem daheim das Basteln und Kreativsein schmackhaft machen. Hut ab, Daumen hoch und Bienchen ins Muttiheft! :)",30,25-54,F
"Sehr geehrte Frau Geier, ich wollte Ihnen gerne ein Feedback zu meiner Bestellung komplettgarnitur 10120 geben. Zufrieden war ich mit der netten Kommunikation mit Ihrem Online-Shop und auf jeden Fall hat sich die Wartezeit gelohnt. Es sieht sehr schön aus. Damit Sie sich selbst ein Bild machen können, schicke ich Ihnen im Anhang ein Foto vom fertig dekorierten Fenster. Meine Mutter war auch total begeistert und wünscht sich nun auch solche Gardinen. Das frage ich wenn es soweit ist, bei Ihnen an. Also bis zur nächsten Bestellung in Ihrem Shop. Freundliche Grüße, Claudia H.",29,25-54,F
"artikel selbst nach 2 wochen noch nicht eingetroffen eigentlich mit 2-3 wertagen ausgeschrieben, artikel für 352€ gekauft und jetzt ist er ausgeschrieben für 402€ und lieferinformation wurde bis jetzt nicht wiederhole nicht geändert trotz mehrmaligen hinweisen und telefonaten bin sehr entäuscht von diesen shop und möchte hoffen das der artikel auch jetzt demnächst irgendwann kommt !!!!",19,15-24,M
"Mein Paket ist verschwunden - das geht auch eindeutig aus den Papieren von Iloxx hervor - die wollen nicht zahlen. Auf meine abschließende Frage nach rund 20 Briefen ob ich nun Klage einreichen soll, haben die rotzfrech mit JA! geantwortet. Kein Problem - das ist mir der Spass wert - dachte ich. Mein Anwalt schüttelt nur den Kopf über so ein Vorgehen - das ist schon richtig dreist. zunächst sei mal angedacht - dass man quasi in den Paketen keinen Inhalt mit einem Wert haben darf - die haften nämlich nur bis 5,- EUR pro kg (das ist schon mal nichts, denn etwaige Gerichtskosten fallen auch darunter) Das Problem - die wissen genau, wenn ich vor Gericht gehe und mir die, in meinem Fall 55kg = 275 EUR zugesprochen werden, sind meine Anwalts- und Gerichtskosten deutlich höher - so oder so, der Kunde von Iloxx zahlt drauf. Es ist also preislich günstiger auf den Rechtsstreit zu verzichten. Mit anderen Worten - egal, was passiert - der Kunde bekommt in einem Schadenfall sein Geld nicht - juristisch gesehen scheint das wohl legal zu sein - allerdings hoffe ich, dass viele Kunden vor dem Versenden soche Berichte hier genau durchlesen und auf den Versand mit einer anderen Firma ausweichen!!! Selten habe ich so ein unverschämtes Vorgehen erlebt. ..",34,25-54,M
"Naja, ich finde die Mode nicht immer so einfallsreich. Außerdem hab ich keine Lust  meinen angezogenen Pulli gleich dreimal auf der Straße zu sehen.. jeder geht dort einkaufen, weils billig ist.",26,25-54,M
"... wie gesagt, die Werbung nervt. Aber mit nem Adblocker ist die auch schnell weg. Ich mag GMX lieber als yahoo. Weiß auch nicht warum o_O",26,25-54,M
Warum bin ich nicht auf diese Idee mit facebook gekommen? :D,26,25-54,M
"Also ich weiß gar nicht, was alle so haben. Ich konnte für mich und meine Frau plus unserem Kind (3) bisher schon 3 mal problemlos buchen. Zahlung hat geklappt, alles war ok. Auch der Flug und der Urlaub. Natürlich musste man auch mal schnell zugreifen, denn die Preise sind ja wie gewohnt nicht konstant.",26,25-54,M
"ich habe von Verwandten mit meiner Frau zusammen vor 2 Wochen 1 paar dieser Leder Krabbelschuhe von Melbis geschenkt bekommen. Unsere Kleine freut sich immer noch daran und nimmt sie sogar mit in den Kindergarten :) Würde ich auch so weiterempfehlen, da auch das Material top ist.",26,25-54,M
"Ich habe mal für meine Frau ein Set gekauft. Die Preise waren ok, dafür fand ich die Bilder umso schöner.",26,25-54,M
Schlechte Erreichbarkeit und alle Damen die ich anrief waren besetzt... ob das noch seriös ist??,26,25-54,M
"Ich war lange auf der Suche nach einem Shop, der meinen Ansprüchen genügt. Einen Billig-Krauter wollte ich nicht - zu schlechte Erfahrungen gemacht. Beim Suchen im Web bin ich dann auf evelabelle.de gestoßen - niveauvoll und wirklich edel. Ich kann jedem den Laden wärmstens weiterempfehlen.",26,25-54,M
"Ich komme gerne wieder, da mir der Service und der Preis zugesagt haben. Endlich mal Niveau und Stil auf hoher Ebene - auch bei Sexdates. Es darf doch heutzutage nicht mehr verwerflich sein - und diese Gefühl hatte ich bei mysexydate.de",26,25-54,M
"Die Buchung ist sehr einfach, Seite ist sehr übersichtlich. Wenn jetzt im Hotel alles glatt läuft, dann gibt es noch einen zusätzlichen Stern! Beste Grüße P.Me",47,25-54,M
Habe eine Waschmaschine und einen Trockner bestellt und 2 Tage später wurden die Geräte schon geliefert! Spedition ist auch super. Unglaublich pünktlich bei der Auslieferung! Bin sehr überzeugt vom BoomSTORE! Jederzeit bestelle ich hier gerne wieder!!!,30,25-54,M
"Fortsetzung: nach zig hartnäckigen mails nach über 4 Wochen Wartezeit die Botschaft das das DHL Paket (42€) nun doch angekommen sei, noch mal fast 3 Wochen Wartezeit: heute die ""frohe Botschaft"", das der Hersteller das kaputt gelieferte Gerät nicht tausche, sondern reparieren werde und es dann zurück geschickt werde ( nochmal Zoll) . Kein Wort darüber, das wir wie gefordert, unser Geld zurück bekommen. Ich habe vergleichbares noch nicht erlebt und von einer Firma, die so mit ihrer Vertrauenswürdigkeit und guten Bewertungen arbeitet, nicht erwartet. Wir fühlen uns betrogen ! Nie wieder!!!",15,15-24,M
"Sonntag bestellt, Montag versandt, Liefertermin am Donnerstag auf meinen Wunsch auf Freitag verlegt. Ware wie beschrieben und sehr guter Preis. Gerne wieder. Ich habe keinerlei negative Kritikpunkte anzuführen. Aus meinen Erfahrungen heraus besonders zu empfehlen.",51,25-54,M
"Schneller Versand, top Produkt und unschlagbarer Preis. Wenn Hardware, dann von Mindfactory!",29,25-54,M
5 Sterne  sie sind sehr Schnel  und zuferläsig. ich werde in zuckunft immer bei reifendireckt bestellen. Liebe grüsse fam Heyn,32,25-54,M
"Was soll ich noch mehr sagen? Bestellt, bezahlt, geliefert und alles einwandfrei. Was will man mehr?",34,25-54,M
"Die Keys die man hier bestellt, sind immer innerhalb 5 Minuten da. Danke :)",26,25-54,M
"Wenn es weiter günstige Keys gibt, kauf ich sie mir hier. Weiter so!!! :) Läuft alles super!",26,25-54,M
Super Schnelle Lieferung und super Güntige Preise.,21,15-24,M
"Hallo, last die Finger weg von der Firma, ich habe diverse Elektroartikel von über 1100@ Bestellt, die Lieferung wurde auf 8 Kartons und 4 Lieferungen aufgeteilt die Lieferung ist auch nicht Vollständig, bekomme auf mehrere Mails keine Antwort. Die Firma gleich vergessen",48,25-54,M
"Sehr einfache Abwicklung, Preis war super und keine Extrakosten, vorbildlich.....",42,25-54,M
Geil cool und nochmal cool,15,15-24,M
"Habe bei diesem Shop schön öfters bestellt und bin vollstens zufrieden, Preise, Sortiment und Lieferzeit sind sehr gut und die Artikel waren immer im Ordnungsgemässen zustand im gegensatz zu vielen Ebay Verkäufern.",29,25-54,M
Ich telefoniere häufiger mit Afrika und bin von dem Service überaus begeistert. empfehle es auch gerne weiter. Michel,49,25-54,M
"Dauerte ein paar tage bevor die Bestellung ankam, da ein Teil nicht mehr vorrätig war. Sobald dieser wieder im Lager war, hatte ich am nächsten Tag meine Bestellung schon :) Gut geschützt Verpackt, keine unnötige Verschwendung durch zu große Kartons.",18,15-24,M
"hab schon 2 mal bestellt, erstes mal lief super, 2. mal aber nicht so. key erst nach 16 stunden bekommen trotz status ""lieferbar""",18,15-24,M
Bin mit Qualität und Service sehr zufrieden.,54,25-54,F
Bin sehr zufrieden mit dem Service und der Internetseite. Die Beschreibung der Produkte ist ausführlich und es wird auf Nebenwirkungen hingewiesen . Sehr gutes Preis -  Leistungsverhältnis bei guter Qualität der Produkte. Bin schon lange Kunde und werde es auch bleiben.,54,25-54,F
"schnelle Lieferung, Produkte von sehr guter Qualität, werde mit Sicherheit nach bestellen!",52,25-54,F
"Sehr freundlicher E-Mail-Kontakt, einfache und unkomplizierte Rücksendung der Ware, sie war kaum da, wurde auch schon die komplette Summer erstattet, vor allem sicher durch PayPal. Der neue Baum ist einfach wunderschön (Weihnachten kann kommen), genauso wie beschrieben und super Qualität!!! Also kurz und knapp wir sind sehr zufrieden und jederzeit wieder!! Großes DANKESCHÖN!!!",43,25-54,F
"Bisher war auch alles oki super Service, aber als ich eine andere Bankverbindung ins System anlegte und die wohl fehlerhaft war... junge jung.. direkt Zugriff gesperrt, mehre e-Mails alle unqualifiziert. versuchen Sie mal einen Fehler zu finden wenn sie nicht auf ihr Konto zugreifen können und Amazon selbst nichts weiß? da ich sehr viel bei Amazon bestellt habe hatte ich die Orientierung verloren, aber Amazon reagiert nicht, Sie konnten mir nicht einmal sagen wieviel ich noch zu überweisen habe ,immer andere Beträge? wie sagt man ....solange alles gut läuft. Amazon, ich nie mehr!!!!!",48,25-54,M
Absolut empfehlenswert! Nettes Telefonat. Jederzeit wieder.,51,25-54,M
"Hier fand ich alles zur Pralinenherstellung - Schokohohlkugeln zum befüllen, valrhona Kakao und essbares Gold zur Dekoration. Alles schnell per DHL geliefert",33,25-54,F
Schnelle und unkomplizierte Vorgangsweise. Übersicht und Abwicklung top. Jederzeit wieder!,28,25-54,F
"Die Bedienung im Online Bereich ist sehr übersichtlich und geht schnell. Die Versicherungsbestätigung ging rasch, wenn der weitere Service genauso toll funktioniert werde ich kräftig die Werbetrommel rühren. Vielen Dank für die schnelle Abwicklung.",27,25-54,F
Der Preis ist sehr günstig. Aber auch die ganze Kaufabwicklung: 1a!,51,25-54,M
Fahrzeug wurde in Norfolk Virginia USA angemietet. Vermieter war National. Fahrzeug war nahezu neuwertig und damit einwandfrei in einem Top Zustand. Alle vereinbarten Leistungen waren ohne Probleme vor Ort vorhanden. Auch die Rückgabe verlief ohne Probleme. Jederzeit wieder mit billiger-mietwagen und National.,41,25-54,M
"Terminvereinbarung lief problemlos. Nur das Transportunternehmen, welches die Lieferung abholen sollte erschien nicht am vereinbarten Tag ohne Info an den Kunden weiterzugeben. Bei Nachfrage beim Transportunternehmen (aus Sangerhausen) wurde mir am Telefon gesagt: ""Ich solle doch froh sein, die Räder für so wenig Geld verschickt zu bekommen und mich nicht so haben, weil die Räder erst einen Tag verspätet abgeholt wurden"". Das ist für mich für einen Dienstleiter inakzeptabel. Das Kundencenter in Berlin hingegen war feundlich und ebenafalls völlig verständnislos, wie ein Partnerunternehmen so mit Kunden umgehen könne. Im Nachhinein hat sich aber ein Kollege von Noxxs Logistics gemeldet und sich vielmals für die Fehler entschuldigt. Das nenne ich dann doch einen guten Kundenservice. Also das nächste mal dann nocheinmal über Noxx Logistics. Fehler können überall passieren",30,25-54,M
"Ich habe mittlerweile 2 mal bei Amazon eingekauft und bin beide male negativ überrascht worden: Bestellung 1: Habe mir unter anderem die 18'er Version von ""Total Recall"" bestellt, geliefert wurde die 16'er Version - Viel hin und her bis ich endlich eine Antwort auf mein Ticket bekommen habe und die DVD zurückschicken konnte - die richtige Version habe ich nicht bekommen, sondern es sollte mir der Betrag gut geschrieben werden, als nach 2 Wochen der Betrag noch nicht auf dem Konto war habe ich den Kundenservice kontaktiert und die versprachen mir den Betrag schnellstmöglich gutzuschreiben - nach einer Woche hatte ich den Betrag 2 mal zurückerstattet bekommen - dafür gibt es 3 Sterne. 2. Bestellung: Ich habe mir ""Bad Company 2"" bestellt, diesmal wurde es mit Identitätsübrerprüfung via DHL verschickt, da der Zeitraum der Lieferung in meine Arbeitszeit fällt, habe ich die Daten meiner Freundin angegeben, wir stellten fest, daß ihr Ausweis abgelaufen ist, also habe ich - 1 Tag vor der Zustellung - den Kundendienst kontaktiert und den Sachverhalt geschildert und gefragt ob es möglich ist, den Empfängernamen zu ändern. Die vollkommen inkompetente Dame am Telefon hat mich ständig in die Warteschleife geschickt um bei ihren Kollegen oder DHL nachzufragen ob dies möglich ist und kam dann zu dem entschluss daß das nicht möglich ist. Ich arbeite selbst im Bereich des Internethandels - auch mit DHL - und wir ändern Empfängerdaten auch auf Sendungen mit Identitätsprüfungen nahezu täglich. Ende vom Lied: Das Paket wurde zurückgeschickt und ich habs mir woanders bestellt - dafür gibts 1 Stern, deshalb hat sich Amazon diesen Mittelwert von 2 Sternen redlich ""verdient"" Bei Amazon bestell ich nicht nochmal",35,25-54,M
"hab mir schon viel mit den verdienten payback punkten gekauft - wirklich eine shöne sache. am meisten punkte krieg ich immer bei dm, amazon hat die punkte leider gerade halbiert (1 punkt pro 2 euro einkauf), das finde ich sehr schade.",37,25-54,M
"der aber nicht ganz mit amazon,de mithalten kann. Trotzdem empfehlenswert - auch für Leute, die webmiles sammeln!",36,25-54,M
"HIer kauf ich am liebsten - große Auswahl, gute Preise und vor allem ein wahnsinnig kompetenter Kundenservice - so muss es sein!!",36,25-54,M
Hier gibts nix zu meckern - billiger.de macht seine Sache wirklich gut und liefert einen dollen Preisvergleich mit vielen Shops und noch mehr Produkten. Für mich immer wieder hilfreich und unersetzlich.,36,25-54,M
"Mein Gott, gibts da viele Hotelinfos! wahnsinn - aber man findet wirklich zu fast jedem Hotel was, zumimdest zu den größeren. Tolle Entscheidungshilfe.",36,25-54,M
"Coole Idee, prima umgesetzt! Klasse!",36,25-54,M
"HIer stimmt einfach alles: Riesenauswahl, tolle OPtik, gute Features, netter Kundenservice - hier kauf ich meine Comics gern ein!",36,25-54,M
Habe 2 mal bei Mindfactory bestellt und bin im ganzen sehr zufrieden. Preise sind sehr gut. Sie bearbeiten und liefern schnell und die Webseite ist auch recht übersichtlich und schön gestaltet.,28,25-54,M
"Erste Bestellung - weiter werden folgen. Nach kleinen Anfangsschwierigkeiten, liefs dann ohne Porbs richtig gut und schnell. Support ist endlich den Namen wert.",46,25-54,M
